Date,Open,High,Low,Close,Adj Close,Volume
2024-04-22,886.549988,904.000000,872.500000,882.500000,882.500000,36308
2024-04-23,880.400024,887.000000,862.750000,865.700012,865.700012,43671
2024-04-24,870.750000,899.849976,865.349976,895.750000,895.750000,55289
2024-04-25,894.599976,914.700012,866.099976,907.049988,907.049988,36583
2024-04-26,910.000000,913.150024,884.099976,889.500000,889.500000,22565
2024-04-29,899.799988,899.799988,870.000000,872.599976,872.599976,23843
2024-04-30,878.000000,905.900024,874.099976,888.750000,888.750000,27645
2024-05-02,893.400024,921.150024,886.650024,904.950012,904.950012,34936
2024-05-03,907.200012,936.950012,905.549988,923.049988,923.049988,43103
2024-05-06,926.900024,926.900024,896.000000,901.750000,901.750000,54313
2024-05-07,901.500000,914.700012,879.549988,888.349976,888.349976,49881
2024-05-08,882.000000,919.450012,882.000000,908.650024,908.650024,14981
2024-05-09,910.900024,915.849976,870.500000,872.049988,872.049988,53974
2024-05-10,872.049988,912.000000,859.299988,908.049988,908.049988,24097
2024-05-13,908.049988,908.049988,879.650024,894.650024,894.650024,19931
2024-05-14,895.000000,909.950012,894.549988,898.299988,898.299988,29511
2024-05-15,914.950012,923.799988,905.900024,914.299988,914.299988,7256
2024-05-16,929.900024,929.900024,900.000000,901.349976,901.349976,4516
2024-05-17,904.950012,918.799988,893.049988,909.099976,909.099976,32442
2024-05-18,927.299988,927.299988,908.549988,917.299988,917.299988,10654
